CREATED_AT_TIMESTAMP,USD_CALCULATED_NET_REVENUE
2023-07-13T10:18:34Z,138.4400000000
2023-07-13T10:26:42Z,32.1600000000
2023-07-13T10:32:49Z,145.2600000000
2023-07-13T11:07:35Z,28.0400000000
2023-07-13T11:07:35Z,61.3500000000
2023-07-13T11:07:35Z,27.8200000000
2023-07-13T11:43:51Z,139.4100000000
2023-07-13T11:50:02Z,139.6700000000
2023-07-13T11:57:10Z,21.3900000000
2023-07-13T12:06:58Z,231.5100000000
2023-07-13T12:12:10Z,255.8900000000
2023-07-13T12:12:10Z,53.3000000000
2023-07-13T12:12:10Z,170.5900000000
2023-07-13T12:12:10Z,0.0000000000
2023-07-13T12:12:10Z,21.3100000000
2023-07-13T12:12:34Z,91.4300000000
2023-07-13T12:34:46Z,3851.9800000000
2023-07-13T12:35:58Z,108.4100000000
2023-07-13T12:41:30Z,245.7300000000
2023-07-13T12:41:30Z,245.7300000000
2023-07-13T12:52:49Z,0.0000000000
2023-07-13T12:56:12Z,19.9900000000
2023-07-13T12:58:01Z,69.7000000000
2023-07-13T12:59:31Z,22.3400000000
2023-07-13T13:08:52Z,21.5400000000
2023-07-13T13:22:20Z,65.2800000000
2023-07-13T13:22:20Z,65.2800000000
2023-07-13T13:26:14Z,119.0600000000
2023-07-13T13:37:15Z,300.4300000000
2023-07-13T13:49:41Z,27.8200000000
2023-07-13T13:50:44Z,58.3000000000
2023-07-13T13:51:00Z,134.0800000000
2023-07-13T13:54:33Z,39.9800000000
2023-07-13T13:55:27Z,20.6400000000
2023-07-13T14:03:49Z,39.9900000000
2023-07-13T14:04:03Z,135.9400000000
2023-07-13T14:06:15Z,84.2300000000
2023-07-13T14:10:45Z,169.9900000000
2023-07-13T14:28:15Z,320.3600000000
2023-07-13T14:42:38Z,42.3900000000
2023-07-13T14:56:47Z,26.6100000000
2023-07-13T14:58:02Z,5.2900000000
2023-07-13T14:58:49Z,59.5400000000
2023-07-13T15:43:49Z,0.0000000000
2023-07-13T15:46:03Z,21.3900000000
2023-07-13T15:54:09Z,11.4000000000
2023-07-13T15:54:09Z,3.0200000000
2023-07-13T16:03:00Z,128.9800000000
2023-07-13T16:20:32Z,21.6000000000
2023-07-13T16:46:19Z,75.2500000000
2023-07-13T17:22:33Z,21.3900000000
2023-07-13T17:30:33Z,53.9900000000
2023-07-13T17:30:33Z,48.5900000000
2023-07-13T17:47:44Z,96.2900000000
2023-07-13T17:56:20Z,58.8400000000
2023-07-13T18:16:48Z,51.6900000000
2023-07-13T18:16:48Z,25.8400000000
2023-07-13T18:16:48Z,12.9200000000
2023-07-13T18:51:38Z,23.6000000000
2023-07-13T18:52:27Z,21.4900000000
2023-07-13T19:14:01Z,70.1400000000
2023-07-13T19:43:07Z,73.7000000000
2023-07-13T19:45:42Z,114.9900000000
2023-07-13T20:14:00Z,137.7900000000
2023-07-13T20:16:49Z,31.7900000000
2023-07-13T20:20:55Z,97.9900000000
2023-07-13T20:30:55Z,21.6400000000
2023-07-13T20:30:55Z,54.1100000000
2023-07-13T20:30:55Z,54.1200000000
2023-07-13T20:30:55Z,21.6400000000
2023-07-13T20:31:38Z,59.0000000000
2023-07-13T20:31:38Z,59.0000000000
2023-07-13T20:31:38Z,29.5000000000
2023-07-13T20:31:38Z,43.7000000000
2023-07-13T21:10:00Z,16.2300000000
2023-07-13T21:16:35Z,0.0000000000
2023-07-13T21:48:33Z,42.3800000000
2023-07-13T21:48:33Z,21.1800000000
2023-07-13T21:48:33Z,21.1900000000
2023-07-13T21:48:33Z,21.1900000000
2023-07-13T22:22:18Z,4979.4900000000
2023-07-14T01:57:56Z,21.5400000000
2023-07-14T02:06:48Z,57.9200000000
2023-07-14T02:12:02Z,0.0000000000
2023-07-14T02:21:32Z,168.3500000000
2023-07-14T03:19:38Z,89.7800000000
2023-07-14T04:41:27Z,0.0000000000
2023-07-14T05:27:54Z,140.3000000000
2023-07-14T06:05:55Z,32.7700000000
2023-07-14T06:05:55Z,39.3300000000
2023-07-14T06:19:54Z,192.5900000000
2023-07-12T12:22:46Z,85.4600000000
2023-07-12T12:24:15Z,258.2100000000
2023-07-12T12:25:11Z,126.6600000000
2023-07-12T12:29:20Z,44.0500000000
2023-07-12T12:36:17Z,90.3700000000
2023-07-12T12:38:13Z,107.1500000000
2023-07-12T12:48:24Z,44.0500000000
2023-07-12T13:27:53Z,219.9900000000
2023-07-12T13:31:02Z,128.3800000000
2023-07-12T13:35:08Z,88.1100000000
2023-07-12T13:35:54Z,85.9800000000
2023-07-12T13:36:07Z,44.0500000000
2023-07-12T13:41:41Z,81.0600000000
2023-07-12T13:46:46Z,233.1900000000
2023-07-12T14:06:01Z,0.0000000000
2023-07-12T14:06:01Z,21.5900000000
2023-07-12T14:06:01Z,10.7800000000
2023-07-12T14:07:42Z,292.6700000000
2023-07-12T14:07:42Z,151.7500000000
2023-07-12T14:07:42Z,216.7900000000
2023-07-12T14:07:42Z,314.3500000000
2023-07-12T14:19:18Z,167.7200000000
2023-07-12T14:28:34Z,4.3900000000
2023-07-12T14:28:34Z,7.7000000000
2023-07-12T14:28:34Z,22.0200000000
2023-07-12T15:09:24Z,45.8900000000
2023-07-12T15:09:24Z,68.8600000000
2023-07-12T15:09:24Z,36.7200000000
2023-07-12T15:09:24Z,132.1900000000
2023-07-12T15:09:24Z,137.7300000000
2023-07-12T15:09:24Z,49.5600000000
2023-07-12T15:09:24Z,36.7100000000
2023-07-12T15:09:24Z,45.9000000000
2023-07-12T15:09:24Z,36.7100000000
2023-07-12T15:09:24Z,5.5100000000
2023-07-12T15:09:24Z,7.3300000000
2023-07-12T15:09:24Z,18.3700000000
2023-07-12T15:09:24Z,13.7700000000
2023-07-12T15:11:02Z,110.1400000000
2023-07-12T15:29:40Z,0.0000000000
2023-07-12T15:30:31Z,10.5900000000
2023-07-12T15:33:18Z,52.7400000000
2023-07-12T15:35:46Z,6.3300000000
2023-07-12T15:35:46Z,135.5600000000
2023-07-12T15:35:46Z,16.7700000000
2023-07-12T15:43:24Z,225.8200000000
2023-07-12T15:43:24Z,223.3500000000
2023-07-12T15:43:24Z,161.3800000000
2023-07-12T15:47:11Z,21.4900000000
2023-07-12T15:53:02Z,132.1700000000
2023-07-12T16:19:35Z,267.4800000000
2023-07-12T16:21:56Z,78.3300000000
2023-07-12T16:31:13Z,107.9800000000
2023-07-12T17:01:25Z,176.2300000000
2023-07-12T17:26:18Z,148.3900000000
2023-07-12T18:01:54Z,0.0000000000
2023-07-12T18:01:54Z,0.0000000000
2023-07-12T18:05:24Z,85.5900000000
2023-07-12T18:17:13Z,48.8500000000
2023-07-12T18:19:28Z,81.4200000000
2023-07-12T18:31:12Z,21.0900000000
2023-07-12T18:31:12Z,21.0900000000
2023-07-12T18:31:35Z,257.6900000000
2023-07-12T18:31:35Z,171.7900000000
2023-07-12T18:31:35Z,0.0000000000
2023-07-12T18:31:35Z,53.6800000000
2023-07-12T18:31:35Z,21.4600000000
2023-07-12T18:38:14Z,258.4600000000
2023-07-12T18:53:31Z,124.9100000000
2023-07-12T18:58:01Z,169.5900000000
2023-07-12T19:02:07Z,64.7900000000
2023-07-12T19:13:45Z,109.1800000000
2023-07-12T19:14:28Z,0.0000000000
2023-07-12T19:14:28Z,0.0000000000
2023-07-12T19:19:09Z,102.6600000000
2023-07-12T19:34:56Z,160.1100000000
2023-07-12T19:34:56Z,153.7000000000
2023-07-12T19:34:56Z,80.0500000000
2023-07-12T19:47:09Z,10.8000000000
2023-07-12T19:47:16Z,42.3800000000
2023-07-12T19:49:20Z,116.6600000000
2023-07-12T19:51:25Z,184.6500000000
2023-07-12T19:52:57Z,79.9900000000
2023-07-12T19:52:57Z,69.9900000000
2023-07-12T19:52:57Z,3.9900000000
2023-07-12T19:52:57Z,129.9900000000
2023-07-12T21:00:26Z,127.1900000000
2023-07-12T21:26:03Z,42.7800000000
2023-07-12T21:30:37Z,76.8600000000
2023-07-12T21:35:19Z,77.1200000000
2023-07-12T21:39:10Z,108.7500000000
2023-07-12T21:49:27Z,0.0000000000
2023-07-12T21:52:07Z,26.9900000000
2023-07-12T21:52:52Z,83.5900000000
2023-07-12T21:52:52Z,31.3400000000
2023-07-12T22:16:58Z,59.3400000000
2023-07-12T22:18:53Z,116.0400000000
2023-07-12T22:18:53Z,337.5800000000
2023-07-12T22:18:53Z,52.7400000000
2023-07-12T22:18:53Z,21.0900000000
2023-07-12T22:25:23Z,0.0000000000
2023-07-12T22:29:27Z,16.2300000000
2023-07-12T22:29:27Z,37.8500000000
2023-07-12T22:41:38Z,209.9400000000
2023-07-12T22:58:16Z,0.0000000000
2023-07-12T23:50:00Z,107.2400000000
2023-07-12T23:53:19Z,88.3600000000
2023-07-13T00:00:01Z,109.8600000000
2023-07-13T00:00:01Z,32.9600000000
2023-07-13T00:10:36Z,84.4600000000
2023-07-13T00:36:33Z,0.0000000000
2023-07-13T00:45:17Z,319.3300000000
2023-07-13T01:10:27Z,117.9600000000
2023-07-13T01:40:36Z,21.5500000000
2023-07-13T02:22:07Z,103.9600000000
2023-07-13T02:45:47Z,15.7500000000
2023-07-13T02:45:47Z,5.2600000000
2023-07-13T02:49:54Z,0.0000000000
2023-07-13T02:50:26Z,356.4900000000
2023-07-13T03:00:02Z,0.0000000000
2023-07-13T04:50:18Z,21.7100000000
2023-07-13T05:22:03Z,19.9900000000
2023-07-13T05:22:03Z,19.9900000000
2023-07-13T05:47:09Z,335.2200000000
2023-07-13T05:55:04Z,305.9100000000
2023-07-13T05:56:25Z,178.6800000000
2023-07-13T05:56:25Z,55.7600000000
2023-07-13T05:56:25Z,270.3100000000
2023-07-13T05:56:25Z,16.6500000000
2023-07-13T06:27:27Z,21.5900000000
2023-07-13T06:31:42Z,26.1100000000
2023-07-13T06:39:42Z,182.9500000000
2023-07-13T07:45:51Z,137.1500000000
2023-07-13T08:37:03Z,865.9900000000
2023-07-13T08:39:02Z,5.3400000000
2023-07-13T08:50:37Z,91.4300000000
2023-07-13T09:09:50Z,140.0700000000
2023-07-13T09:36:42Z,86.6800000000
2023-07-13T09:46:04Z,86.6800000000
2023-07-13T09:53:17Z,27.9300000000
2023-07-13T10:00:00Z,119.4600000000
2023-07-13T10:00:00Z,293.2800000000
2023-07-13T10:00:00Z,21.7200000000
2023-07-13T10:00:00Z,43.4200000000
2023-07-13T10:05:35Z,195.9300000000
2023-07-13T10:19:18Z,4073.4300000000
